Date , Hour , TotalCosts , FixedCosts , VariableCosts , LoadShedding , OverGeneration , ReserveShortfall , RenewablesUsed , RenewablesCurtailed , Demand , Price
2020-01-02,1,35741.339021,21637.6827,14103.656322,0.0,0.0,0,1594.5,0,3453.596868,10.349019
2020-01-02,2,32566.362273,21637.6827,10928.679574,0.0,0.0,0,1587.9,0,3304.32247,9.855685
2020-01-02,3,29354.07623,21637.6827,7716.39353,0.0,0.0,0,1676.8,0,3238.814285,9.063217
2020-01-02,4,29736.548709,21637.6827,8098.866009,0.0,0.0,0,1625.7,0,3206.44546,9.273992
2020-01-02,5,30543.235876,21637.6827,8905.553176,0.0,0.0,0,1605.7,0,3225.951536,9.467977
2020-01-02,6,32742.080079,21637.6827,11104.397379,0.0,0.0,0,1615.5,0,3340.176883,9.802499
2020-01-02,7,37656.253909,21637.6827,16018.571209,0.0,0.0,0,1644.1,0,3589.510878,10.490637
2020-01-02,8,42282.445027,21637.6827,20644.762327,0.0,0.0,0,1720.6,0,3856.578952,10.963718
2020-01-02,9,23906.773926,21637.6827,2269.091226,0.0,0.0,0,2586.9,0,3866.832072,6.182522
2020-01-02,10,21637.6827,21637.6827,0.0,0.0,0.0,0,2769.574464,389.225536,3914.199464,5.527997
2020-01-02,11,21637.6827,21637.6827,0.0,0.0,0.0,0,2816.080282,681.919718,3960.705282,5.463088
2020-01-02,12,21637.6827,21637.6827,0.0,0.0,0.0,0,2855.569398,826.830602,4000.194398,5.409158
2020-01-02,13,21637.6827,21637.6827,0.0,0.0,0.0,0,2887.521723,870.578277,4032.146723,5.366293
2020-01-02,14,21637.6827,21637.6827,0.0,0.0,0.0,0,2886.241206,820.258794,4030.866206,5.367998
2020-01-02,15,21637.6827,21637.6827,0.0,0.0,0.0,0,2905.067653,618.532347,4049.692653,5.343043
2020-01-02,16,21637.6827,21637.6827,0.0,0.0,0.0,0,2890.480828,225.019172,4035.105828,5.362358
2020-01-02,17,26304.392404,21637.6827,4666.709704,0.0,0.0,0,2586.9,0,3993.972271,6.586023
2020-01-02,18,72221.186115,54235.4827,17985.703416,0.0,0.0,0,1919.4,0,4113.936523,17.55525
2020-01-02,19,58914.687624,26188.8027,32725.884924,0.0,0.0,0,1800.1,0,4541.270659,12.973172
2020-01-02,20,58097.522669,26188.8027,31908.71997,0.0,0.0,0,1799.9,0,4519.404825,12.855127
2020-01-02,21,55033.079281,26188.8027,28844.276581,0.0,0.0,0,1771.0,0,4396.128147,12.518534
2020-01-02,22,51906.259625,26188.8027,25717.456925,0.0,0.0,0,1725.2,0,4230.415438,12.269778
2020-01-02,23,41728.806889,25325.47,16403.336889,0.0,0.0,0,1868.7,0,3961.808562,10.532767
2020-01-02,24,28627.029755,21446.55,7180.479755,0.0,0.0,0,2127.5,0,3654.622537,7.833102
2020-01-03,1,25360.99115,21446.55,3914.44115,0.0,0.0,0,2050.0,0,3408.88239,7.439679
2020-01-03,2,19880.223321,13957.81,5922.413321,0.0,0.0,0,2099.0,0,3268.125923,6.083065
2020-01-03,3,14160.037532,13957.81,202.227532,0.0,0.0,0,2333.5,0,3191.466141,4.436844
2020-01-03,4,13957.81,13957.81,0.0,0.0,0.0,0,2323.812642,216.987358,3165.812642,4.408919
2020-01-03,5,13957.81,13957.81,0.0,0.0,0.0,0,2341.587663,192.012337,3183.587663,4.384302
2020-01-03,6,14867.217914,13957.81,909.407914,0.0,0.0,0,2380.6,0,3283.288249,4.528149
2020-01-03,7,19467.543511,13957.81,5509.733511,0.0,0.0,0,2384.0,0,3532.166727,5.511502
2020-01-03,8,21273.455576,13957.81,7315.645576,0.0,0.0,0,2562.0,0,3800.232163,5.597936
2020-01-03,9,13957.81,13957.81,0.0,0.0,0.0,0,2989.668974,368.231026,3831.668974,3.642749
2020-01-03,10,13957.81,13957.81,0.0,0.0,0.0,0,3083.012427,629.587573,3925.012427,3.556119
2020-01-03,11,13957.81,13957.81,0.0,0.0,0.0,0,3136.075719,711.024281,3978.075719,3.508684
2020-01-03,12,13957.81,13957.81,0.0,0.0,0.0,0,3198.035887,662.764113,4040.035887,3.454873
2020-01-03,13,13957.81,13957.81,0.0,0.0,0.0,0,3234.101666,827.298334,4076.101666,3.424304
2020-01-03,14,13957.81,13957.81,0.0,0.0,0.0,0,3233.642992,546.957008,4075.642992,3.424689
2020-01-03,15,13957.81,13957.81,0.0,0.0,0.0,0,3239.639755,523.860245,4081.639755,3.419657
2020-01-03,16,13957.81,13957.81,0.0,0.0,0.0,0,3227.301565,101.998435,4069.301565,3.430026
2020-01-03,17,72634.21712,66277.728024,6356.489096,0.0,0.0,0,2638.6,0,4026.396778,18.039508
