Date,Demand,Renewables available,Renewables used,Renewables penetration rate,Average price,Fixed costs,Generation costs,Load shedding,Over generation,Reserve shortfall,Renewables curtailment,On/off,Sum on/off ramps,Sum nominal ramps,Number on/offs
2020-01-02,92516.698921,55699.3,51266.935555,55.41371,9.066751,573603.319396,265222.538914,0.0,0.0,0.0,4432.364445,,170.0,5074.397033,15.0
2020-01-03,91553.700976,59750.9,54970.17929,60.041461,10.363827,751961.116923,196885.578063,0.0,0.0,0.0,4780.72071,,954.625,5012.097859,12.0
2020-01-04,85195.733459,38968.9,36658.714698,43.028815,11.768671,647584.463996,355056.078278,0.0,0.0,0.0,2310.185302,,0.0,5571.366034,12.0
2020-01-05,83734.312207,57708.6,50948.617714,60.845568,10.808738,709603.29,195458.985148,0.0,0.0,0.0,6759.982286,,1182.0,3867.351867,17.0
2020-01-06,92331.857102,71766.6,62403.461281,67.586057,6.564949,477616.86,128537.071032,0.0,0.0,0.0,9363.138719,,232.0,3595.470316,9.0
2020-01-07,93175.83629,78994.1,68777.906126,73.815174,4.83846,349538.0,101289.542543,0.0,0.0,0.0,10216.193874,,140.0,2684.260625,7.0
2020-01-08,94657.457261,72630.8,62014.405966,65.514549,8.098987,586561.456621,180068.018659,0.0,0.0,0.0,10616.394034,,648.048833,4410.418397,32.0
2020-01-09,94060.519372,56069.3,54401.43777,57.836633,10.588003,773997.964795,221915.073872,0.0,0.0,0.0,1667.86223,,1006.0,5493.073519,18.0
2020-01-10,92244.455661,62070.0,56147.933509,60.868627,8.214991,539826.934795,217960.415045,0.0,0.0,0.0,5922.066491,,278.0,4526.268215,9.0
2020-01-11,86069.579788,35779.2,35779.2,41.570088,12.313344,666072.796696,393731.574996,0.0,0.0,0.0,0.0,,170.0,5437.387524,5.0
2020-01-12,84755.023919,60567.2,53078.672283,62.625989,8.251318,528222.56,171118.08371,0.0,0.0,0.0,7488.527717,,488.0,2923.183064,13.0
2020-01-13,94585.844278,49891.8,49891.8,52.747639,9.922607,652376.84,286161.319741,0.0,0.0,0.0,0.0,,138.0,5539.305023,10.0
2020-01-14,97518.968937,61147.8,53687.746437,55.053644,11.244025,823335.623921,273170.12013,0.0,0.0,0.0,7460.053563,,964.850368,6223.991971,11.0
2020-01-15,96173.719335,31975.8,31684.614008,32.945189,16.036407,1076457.274795,465823.669003,0.0,0.0,0.0,291.185992,,570.0,7473.498839,7.0
2020-01-16,94571.424833,42829.4,41380.992064,43.756338,12.136163,753083.646696,394650.579911,0.0,0.0,0.0,1448.407936,,194.0,6476.316457,19.0
2020-01-17,95360.265693,74064.7,64827.617234,67.981792,6.517788,472328.919321,149209.039878,0.0,0.0,0.0,9237.082766,,150.625,3557.750977,4.0
2020-01-18,90405.378419,39365.5,37887.902656,41.908903,13.818476,821601.544795,427663.046302,0.0,0.0,0.0,1477.597344,,772.0,5142.512153,6.0
2020-01-19,88194.348015,29909.6,28976.378546,32.855142,15.212525,860250.679396,481408.064696,0.0,0.0,0.0,933.221454,,402.0,5490.573263,17.0
2020-01-20,93982.898545,40585.4,39071.736105,41.57324,14.11537,912584.366621,414018.993252,0.0,0.0,0.0,1513.663895,,768.625,5987.935325,8.0
2020-01-21,93268.953449,41444.7,39198.426027,42.027303,12.229276,744123.894795,396487.857254,0.0,0.0,0.0,2246.273973,,32.0,4989.441693,12.0
2020-01-22,92133.348086,48364.5,46005.091741,49.93316,10.770382,702371.236696,289940.126582,0.0,0.0,0.0,2359.408259,,280.0,6085.211074,16.0
2020-01-23,93371.383648,68812.8,60158.163539,64.428909,8.569066,618955.516124,181150.012003,0.0,0.0,0.0,8654.636461,,633.029782,5182.120156,16.0
2020-01-24,92478.299678,71308.9,59752.038757,64.611956,7.231445,523783.021221,144968.721753,0.0,0.0,0.0,11556.861243,,220.625,4279.416002,12.0
2020-01-25,87842.412729,73903.2,58032.547353,66.064382,6.091813,384380.9,150738.68693,0.0,0.0,0.0,15870.652647,,24.0,2910.222057,11.0
2020-01-26,85498.434815,67986.2,60516.71293,70.781077,7.038574,514549.156124,87237.902166,0.0,0.0,0.0,7469.48707,,729.29914,3667.376587,17.0
