Available reserves,Date,Hour,Load shedding,Over generation,Reserve Price DA,Reserve Price RT,Reserve shortfall
530.403132,2020-01-02,1,0.0,0.0,,0.0,0
673.07753,2020-01-02,2,0.0,0.0,,0.0,0
827.485715,2020-01-02,3,0.0,0.0,,0.0,0
808.75454,2020-01-02,4,0.0,0.0,,0.0,0
769.248464,2020-01-02,5,0.0,0.0,,0.0,0
664.823117,2020-01-02,6,0.0,0.0,,0.0,0
444.089122,2020-01-02,7,0.0,0.0,,0.0,0
253.521048,2020-01-02,8,0.0,0.0,,0.0,0
1109.567928,2020-01-02,9,0.0,0.0,,0.0,0
1244.875,2020-01-02,10,0.0,0.0,,0.0,0
1207.15625,2020-01-02,11,0.0,0.0,,0.0,0
1207.15625,2020-01-02,12,0.0,0.0,,0.0,0
1207.15625,2020-01-02,13,0.0,0.0,,0.0,0
1207.15625,2020-01-02,14,0.0,0.0,,0.0,0
1207.15625,2020-01-02,15,0.0,0.0,,0.0,0
1207.15625,2020-01-02,16,0.0,0.0,,0.0,0
944.708979,2020-01-02,17,0.0,0.0,,0.0,0
364.963477,2020-01-02,18,0.0,0.0,,0.0,0
3.329341,2020-01-02,19,0.0,0.0,,0.0,0
24.995175,2020-01-02,20,0.0,0.0,,0.0,0
119.371853,2020-01-02,21,0.0,0.0,,0.0,0
193.284562,2020-01-02,22,0.0,0.0,,0.0,0
297.391438,2020-01-02,23,0.0,0.0,,0.0,0
679.377463,2020-01-02,24,0.0,0.0,,0.0,0
476.61761,2020-01-03,1,0.0,0.0,,0.0,0
372.374077,2020-01-03,2,0.0,0.0,,0.0,0
683.533859,2020-01-03,3,0.0,0.0,,0.0,0
734.875,2020-01-03,4,0.0,0.0,,0.0,0
697.15625,2020-01-03,5,0.0,0.0,,0.0,0
601.093001,2020-01-03,6,0.0,0.0,,0.0,0
386.277772,2020-01-03,7,0.0,0.0,,0.0,0
303.267837,2020-01-03,8,0.0,0.0,,0.0,0
697.15625,2020-01-03,9,0.0,0.0,,0.0,0
734.875,2020-01-03,10,0.0,0.0,,0.0,0
697.15625,2020-01-03,11,0.0,0.0,,0.0,0
697.15625,2020-01-03,12,0.0,0.0,,0.0,0
697.15625,2020-01-03,13,0.0,0.0,,0.0,0
697.15625,2020-01-03,14,0.0,0.0,,0.0,0
697.15625,2020-01-03,15,0.0,0.0,,0.0,0
697.15625,2020-01-03,16,0.0,0.0,,0.0,0
285.984472,2020-01-03,17,0.0,0.0,,0.0,0
217.087729,2020-01-03,18,0.0,0.0,,0.0,0
7.200077,2020-01-03,19,0.0,0.0,,0.0,0
125.428182,2020-01-03,20,0.0,0.0,,0.0,0
466.057087,2020-01-03,21,0.0,0.0,,0.0,0
1097.62089,2020-01-03,22,0.0,0.0,,0.0,0
1441.293789,2020-01-03,23,0.0,0.0,,0.0,0
1495.148931,2020-01-03,24,0.0,0.0,,0.0,0
1021.042131,2020-01-04,1,0.0,0.0,,0.0,0
