Date , Hour , TotalCosts , FixedCosts , VariableCosts , LoadShedding , OverGeneration , ReserveShortfall , RenewablesUsed , RenewablesCurtailed , Demand , Price
2020-01-02,1,35669.388918,21625.4625,14043.926418,0.0,0.0,0,1594.5,0,3453.596868,10.328185
2020-01-02,2,32554.14207,21625.4625,10928.67957,0.0,0.0,0,1587.9,0,3304.32247,9.851987
2020-01-02,3,29341.856027,21625.4625,7716.393527,0.0,0.0,0,1676.8,0,3238.814285,9.059444
2020-01-02,4,29724.328505,21625.4625,8098.866005,0.0,0.0,0,1625.7,0,3206.44546,9.270181
2020-01-02,5,30531.015672,21625.4625,8905.553172,0.0,0.0,0,1605.7,0,3225.951536,9.464189
2020-01-02,6,32729.859875,21625.4625,11104.397375,0.0,0.0,0,1615.5,0,3340.176883,9.79884
2020-01-02,7,37644.033705,21625.4625,16018.571205,0.0,0.0,0,1644.1,0,3589.510878,10.487232
2020-01-02,8,42253.587486,21625.4625,20628.124986,0.0,0.0,0,1720.6,0,3856.578952,10.956236
2020-01-02,9,23894.553723,21625.4625,2269.091223,0.0,0.0,0,2586.9,0,3866.832072,6.179362
2020-01-02,10,21625.4625,21625.4625,0.0,0.0,0.0,0,2769.574464,389.225536,3914.199464,5.524875
2020-01-02,11,21625.4625,21625.4625,0.0,0.0,0.0,0,2816.080282,681.919718,3960.705282,5.460003
2020-01-02,12,21625.4625,21625.4625,0.0,0.0,0.0,0,2855.569398,826.830602,4000.194398,5.406103
2020-01-02,13,21625.4625,21625.4625,0.0,0.0,0.0,0,2887.521723,870.578277,4032.146723,5.363263
2020-01-02,14,21625.4625,21625.4625,0.0,0.0,0.0,0,2886.241206,820.258794,4030.866206,5.364967
2020-01-02,15,21625.4625,21625.4625,0.0,0.0,0.0,0,2905.067653,618.532347,4049.692653,5.340026
2020-01-02,16,21625.4625,21625.4625,0.0,0.0,0.0,0,2890.480828,225.019172,4035.105828,5.35933
2020-01-02,17,26292.172201,21625.4625,4666.709701,0.0,0.0,0,2586.9,0,3993.972271,6.582963
2020-01-02,18,72146.503252,54223.2625,17923.240752,0.0,0.0,0,1919.4,0,4113.936523,17.537097
2020-01-02,19,58834.747673,26176.5825,32658.165173,0.0,0.0,0,1800.1,0,4541.270659,12.95557
2020-01-02,20,58016.054622,26176.5825,31839.472122,0.0,0.0,0,1799.9,0,4519.404825,12.837101
2020-01-02,21,54938.569511,26176.5825,28761.987011,0.0,0.0,0,1771.0,0,4396.128147,12.497035
2020-01-02,22,51854.197835,26176.5825,25677.615335,0.0,0.0,0,1725.2,0,4230.415438,12.257472
2020-01-02,23,41728.806889,25325.47,16403.336889,0.0,0.0,0,1868.7,0,3961.808562,10.532767
2020-01-02,24,28627.029755,21446.55,7180.479755,0.0,0.0,0,2127.5,0,3654.622537,7.833102
2020-01-03,1,25360.99115,21446.55,3914.44115,0.0,0.0,0,2050.0,0,3408.88239,7.439679
2020-01-03,2,19880.223321,13957.81,5922.413321,0.0,0.0,0,2099.0,0,3268.125923,6.083065
2020-01-03,3,14160.037532,13957.81,202.227532,0.0,0.0,0,2333.5,0,3191.466141,4.436844
2020-01-03,4,13957.81,13957.81,0.0,0.0,0.0,0,2323.812642,216.987358,3165.812642,4.408919
2020-01-03,5,13957.81,13957.81,0.0,0.0,0.0,0,2341.587663,192.012337,3183.587663,4.384302
2020-01-03,6,14867.217914,13957.81,909.407914,0.0,0.0,0,2380.6,0,3283.288249,4.528149
2020-01-03,7,19467.543511,13957.81,5509.733511,0.0,0.0,0,2384.0,0,3532.166727,5.511502
2020-01-03,8,21273.455576,13957.81,7315.645576,0.0,0.0,0,2562.0,0,3800.232163,5.597936
2020-01-03,9,13957.81,13957.81,0.0,0.0,0.0,0,2989.668974,368.231026,3831.668974,3.642749
2020-01-03,10,13957.81,13957.81,0.0,0.0,0.0,0,3083.012427,629.587573,3925.012427,3.556119
2020-01-03,11,13957.81,13957.81,0.0,0.0,0.0,0,3136.075719,711.024281,3978.075719,3.508684
2020-01-03,12,13957.81,13957.81,0.0,0.0,0.0,0,3198.035887,662.764113,4040.035887,3.454873
2020-01-03,13,13957.81,13957.81,0.0,0.0,0.0,0,3234.101666,827.298334,4076.101666,3.424304
2020-01-03,14,13957.81,13957.81,0.0,0.0,0.0,0,3233.642992,546.957008,4075.642992,3.424689
2020-01-03,15,13957.81,13957.81,0.0,0.0,0.0,0,3239.639755,523.860245,4081.639755,3.419657
2020-01-03,16,13957.81,13957.81,0.0,0.0,0.0,0,3227.301565,101.998435,4069.301565,3.430026
2020-01-03,17,53698.484791,46800.11,6898.374791,0.0,0.0,0,2638.6,0,4026.396778,13.33661
2020-01-03,18,248125.680079,233845.917946,14279.762133,0.0,0.0,0,1476.9,0,3976.312271,62.400954
2020-01-03,19,86439.108052,39929.2725,46509.835552,0.0,0.0,0,722.5,0,4451.799923,19.416665
2020-01-03,20,82230.888681,39929.2725,42301.616181,0.0,0.0,0,759.2,0,4370.271818,18.815967
2020-01-03,21,72262.614666,39929.2725,32333.342166,0.0,0.0,0,956.4,0,4226.842913,17.09612
2020-01-03,22,56928.442508,39929.2725,16999.170008,0.0,0.0,0,1432.4,0,4071.27911,13.982938
2020-01-03,23,49280.786589,39929.2725,9351.514089,0.0,0.0,0,1584.5,0,3879.706211,12.702195
2020-01-03,24,44544.186315,39929.2725,4614.913815,0.0,0.0,0,1583.7,0,3640.051069,12.237242
2020-01-04,1,45532.387813,35133.6525,10398.735313,0.0,0.0,0,1249.5,0,3424.957869,13.294291
2020-01-04,2,54095.152345,30357.8525,23737.299845,0.0,0.0,0,690.8,0,3272.427365,16.530589
2020-01-04,3,57446.879538,30357.8525,27089.027038,0.0,0.0,0,482.5,0,3195.548177,17.97716
2020-01-04,4,60211.759949,30357.8525,29853.907449,0.0,0.0,0,342.0,0,3158.80343,19.061572
2020-01-04,5,58601.497481,30357.8525,28243.644981,0.0,0.0,0,386.9,0,3143.663207,18.64115
2020-01-04,6,57540.166791,30357.8525,27182.314291,0.0,0.0,0,479.9,0,3196.491962,18.001036
2020-01-04,7,60612.540823,30357.8525,30254.688323,0.0,0.0,0,478.6,0,3310.219552,18.310731
2020-01-04,8,65063.235051,30357.8525,34705.382551,0.0,0.0,0,456.2,0,3433.20588,18.95116
2020-01-04,9,45653.828453,30357.8525,15295.975953,0.0,0.0,0,1240.4,0,3457.286948,13.205102
2020-01-04,10,36153.369482,28622.7825,7530.586982,0.0,0.0,0,1743.9,0,3546.809656,10.193208
2020-01-04,11,32028.650712,28622.7825,3405.868212,0.0,0.0,0,2032.4,0,3622.943128,8.840506
2020-01-04,12,30228.512629,28622.7825,1605.730129,0.0,0.0,0,2154.3,0,3648.355578,8.285517
2020-01-04,13,28622.7825,28622.7825,0.0,0.0,0.0,0,2229.036643,147.763357,3623.661643,7.898856
2020-01-04,14,28622.7825,28622.7825,0.0,0.0,0.0,0,2217.137465,413.862535,3611.762465,7.92488
