Date,Demand,Renewables available,Renewables used,Renewables penetration rate,Average price,Fixed costs,Generation costs,Load shedding,Over generation,Reserve shortfall,Renewables curtailment,On/off,Sum on/off ramps,Sum nominal ramps,Number on/offs
2020-01-02,92516.698921,55699.3,51266.935554,55.41371,9.059544,573334.475,264824.610218,0.0,0.0,0.0,4432.364446,,170.0,5101.859909,15.0
2020-01-03,91553.700976,59750.9,54970.17929,60.041461,10.355646,751035.362946,197062.397738,0.0,0.0,0.0,4780.72071,,985.143673,4981.579188,12.0
2020-01-04,85195.733459,38968.9,36658.714697,43.028815,11.756186,648071.76,353505.132513,0.0,0.0,0.0,2310.185303,,0.0,5630.793348,12.0
2020-01-05,83734.312207,57708.6,50948.617714,60.845568,10.76795,698187.442946,203459.425526,0.0,0.0,0.0,6759.982286,,1181.203125,3892.148742,10.0
2020-01-06,92331.857102,71766.6,63328.911646,68.588366,6.603702,459990.6,149741.47149,0.0,0.0,0.0,8437.688354,,294.0,3882.970316,10.0
2020-01-07,93175.83629,78994.1,69215.917237,74.285265,4.801392,341282.18,106091.495218,0.0,0.0,0.0,9778.182763,,140.0,2925.228699,6.0
2020-01-08,94657.457261,72630.8,61957.464547,65.454393,7.899389,575345.32,172390.71065,0.0,0.0,0.0,10673.335453,,548.0,4483.21723,21.0
2020-01-09,94060.519372,56069.3,54401.437769,57.836633,10.567862,777977.0,216041.549623,0.0,0.0,0.0,1667.862231,,1006.0,5495.295222,18.0
2020-01-10,92244.455661,62070.0,56147.933508,60.868627,8.180364,535222.6775,219370.508815,0.0,0.0,0.0,5922.066492,,292.0,4571.65884,18.0
2020-01-11,86069.579788,35779.2,35779.2,41.570088,12.53972,670231.822946,409056.640706,0.0,0.0,0.0,0.0,,234.625,5342.073352,11.0
2020-01-12,84755.023919,60567.2,53100.672283,62.651947,8.260562,530886.32,169237.802475,0.0,0.0,0.0,7466.527717,,480.0,2987.580767,11.0
2020-01-13,94585.844278,49891.8,49891.8,52.747639,9.85515,631554.625446,300603.055493,0.0,0.0,0.0,0.0,,88.625,5631.433375,5.0
2020-01-14,97518.968937,61147.8,53665.323072,55.030651,11.234774,822024.542946,273579.007453,0.0,0.0,0.0,7482.476928,,952.625,6230.217341,12.0
2020-01-15,96173.719335,31975.8,31690.614007,32.951428,16.002264,1072884.29,466112.973459,0.0,0.0,0.0,285.185993,,572.0,7442.881674,6.0
2020-01-16,94571.424833,42829.4,41380.992063,43.756338,12.125247,756481.58,390220.277203,0.0,0.0,0.0,1448.407937,,194.0,6406.170565,19.0
2020-01-17,95360.265693,74064.7,64835.171931,67.989714,6.515314,472935.627946,148366.435901,0.0,0.0,0.0,9229.528069,,150.625,3504.500976,4.0
