Available reserves,Date,Hour,Load shedding,Over generation,Reserve Price DA,Reserve Price RT,Reserve shortfall
550.903132,2020-01-02,1,0.0,0.0,,0.0,0
693.57753,2020-01-02,2,0.0,0.0,,0.0,0
847.985715,2020-01-02,3,0.0,0.0,,0.0,0
829.25454,2020-01-02,4,0.0,0.0,,0.0,0
789.748464,2020-01-02,5,0.0,0.0,,0.0,0
685.323117,2020-01-02,6,0.0,0.0,,0.0,0
464.589122,2020-01-02,7,0.0,0.0,,0.0,0
274.021048,2020-01-02,8,0.0,0.0,,0.0,0
1130.067928,2020-01-02,9,0.0,0.0,,0.0,0
1212.0,2020-01-02,10,0.0,0.0,,0.0,0
1212.0,2020-01-02,11,0.0,0.0,,0.0,0
1212.0,2020-01-02,12,0.0,0.0,,0.0,0
1212.0,2020-01-02,13,0.0,0.0,,0.0,0
1212.0,2020-01-02,14,0.0,0.0,,0.0,0
1212.0,2020-01-02,15,0.0,0.0,,0.0,0
1212.0,2020-01-02,16,0.0,0.0,,0.0,0
1002.927729,2020-01-02,17,0.0,0.0,,0.0,0
385.463477,2020-01-02,18,0.0,0.0,,0.0,0
23.829341,2020-01-02,19,0.0,0.0,,0.0,0
45.495175,2020-01-02,20,0.0,0.0,,0.0,0
139.871853,2020-01-02,21,0.0,0.0,,0.0,0
259.784562,2020-01-02,22,0.0,0.0,,0.0,0
322.891438,2020-01-02,23,0.0,0.0,,0.0,0
656.877463,2020-01-02,24,0.0,0.0,,0.0,0
454.11761,2020-01-03,1,0.0,0.0,,0.0,0
349.874077,2020-01-03,2,0.0,0.0,,0.0,0
661.033859,2020-01-03,3,0.0,0.0,,0.0,0
677.0,2020-01-03,4,0.0,0.0,,0.0,0
677.0,2020-01-03,5,0.0,0.0,,0.0,0
616.311751,2020-01-03,6,0.0,0.0,,0.0,0
370.833273,2020-01-03,7,0.0,0.0,,0.0,0
280.767837,2020-01-03,8,0.0,0.0,,0.0,0
677.0,2020-01-03,9,0.0,0.0,,0.0,0
677.0,2020-01-03,10,0.0,0.0,,0.0,0
677.0,2020-01-03,11,0.0,0.0,,0.0,0
677.0,2020-01-03,12,0.0,0.0,,0.0,0
677.0,2020-01-03,13,0.0,0.0,,0.0,0
677.0,2020-01-03,14,0.0,0.0,,0.0,0
677.0,2020-01-03,15,0.0,0.0,,0.0,0
677.0,2020-01-03,16,0.0,0.0,,0.0,0
471.203222,2020-01-03,17,0.0,0.0,,0.0,0
425.587729,2020-01-03,18,0.0,0.0,,0.0,0
29.700077,2020-01-03,19,0.0,0.0,,0.0,0
147.928182,2020-01-03,20,0.0,0.0,,0.0,0
