Date,Demand,Renewables available,Renewables used,Renewables penetration rate,Average price,Fixed costs,Generation costs,Load shedding,Over generation,Reserve shortfall,Renewables curtailment,On/off,Sum on/off ramps,Sum nominal ramps,Number on/offs
2020-01-02,92516.698921,55699.3,51243.310554,55.388174,8.658552,560195.63,240865.020929,0.0,0.0,0.0,4455.989446,,186.0,5051.341852,20.0
2020-01-03,91553.700976,59750.9,55805.17929,60.953494,10.137202,733479.43,194618.923037,0.0,0.0,0.0,3945.72071,,1076.0,5045.842412,21.0
2020-01-04,85195.733459,38968.9,36641.839697,43.009008,11.272542,622175.49,338197.026776,0.0,0.0,0.0,2327.060303,,0.0,5598.402649,12.0
2020-01-05,83734.312207,57708.6,51382.472865,61.363701,10.660604,692851.27,199807.05233,0.0,0.0,0.0,6326.127135,,1180.0,4067.062168,16.0
2020-01-06,92331.857102,71766.6,62638.461281,67.840573,6.168437,438504.98,131038.276838,0.0,0.0,0.0,9128.138719,,232.0,3685.470316,12.0
2020-01-07,93175.83629,78994.1,69042.404559,74.099045,4.504043,320610.11,99057.869028,0.0,0.0,0.0,9951.695441,,156.0,2729.352935,10.0
2020-01-08,94657.457261,72630.8,61791.466595,65.279026,7.769668,574216.16,161240.875741,0.0,0.0,0.0,10839.333405,,588.0,4485.71723,19.0
2020-01-09,94060.519372,56069.3,54337.219918,57.76836,10.240198,757086.08,206112.259218,0.0,0.0,0.0,1732.080082,,1004.0,5549.76184,14.0
2020-01-10,92244.455661,62070.0,56015.933508,60.725529,7.812613,532605.48,188064.755285,0.0,0.0,0.0,6054.066492,,340.0,4352.638945,4.0
2020-01-11,86069.579788,35779.2,35714.489038,41.494903,11.863806,679252.71,341860.102682,0.0,0.0,0.0,64.710962,,114.0,5114.136746,13.0
2020-01-12,84755.023919,60567.2,52894.457913,62.40864,8.069971,519292.35,164678.200407,0.0,0.0,0.0,7672.742087,,426.0,3057.580767,9.0
2020-01-13,94585.844278,49891.8,49891.8,52.747639,9.202698,598587.0,271857.989886,0.0,0.0,0.0,0.0,,120.0,5574.913547,19.0
2020-01-14,97518.968937,61147.8,53786.47487,55.154885,11.053272,818267.76,259635.898511,0.0,0.0,0.0,7361.32513,,1026.0,6267.966123,10.0
2020-01-15,96173.719335,31975.8,31470.489007,32.722545,15.590658,1057153.65,442257.873297,0.0,0.0,0.0,505.310993,,594.0,7374.801556,13.0
2020-01-16,94571.424833,42829.4,41057.608669,43.414392,11.652542,738007.29,363990.200582,0.0,0.0,0.0,1771.791331,,170.0,6323.470164,12.0
2020-01-17,95360.265693,74064.7,64316.008867,67.445291,5.882394,424729.32,136217.290338,0.0,0.0,0.0,9748.691133,,62.0,3372.657638,2.0
2020-01-18,90405.378419,39365.5,37774.652655,41.783634,13.442029,810376.95,404854.807633,0.0,0.0,0.0,1590.847345,,810.0,5023.865008,9.0
2020-01-19,88194.348015,29909.6,27985.83467,31.732005,14.665092,840728.49,452649.741326,0.0,0.0,0.0,1923.76533,,230.0,5395.872096,11.0
2020-01-20,93982.898545,40585.4,38961.236104,41.455666,13.500273,881958.0,386836.766609,0.0,0.0,0.0,1624.163896,,766.0,6133.810324,12.0
2020-01-21,93268.953449,41444.7,39910.863993,42.791157,11.684028,720185.53,369571.576875,0.0,0.0,0.0,1533.836007,,170.0,4969.734919,7.0
2020-01-22,92133.348086,48364.5,45893.21674,49.811732,10.529952,693390.13,276769.613205,0.0,0.0,0.0,2471.28326,,374.0,6077.930255,36.0
2020-01-23,93371.383648,68812.8,59803.750261,64.049335,8.058992,582337.61,170141.667601,0.0,0.0,0.0,9009.049739,,656.0,5175.516812,12.0
2020-01-24,92478.299678,71308.9,59579.412559,64.42529,7.024093,512947.93,136628.216347,0.0,0.0,0.0,11729.487441,,270.0,4246.886025,12.0
2020-01-25,87842.412729,73903.2,58149.393589,66.1974,5.694624,350619.82,149609.717625,0.0,0.0,0.0,15753.806411,,32.0,2996.800243,14.0
2020-01-26,85498.434815,67986.2,61456.966667,71.880809,6.872722,500543.19,87063.814024,0.0,0.0,0.0,6529.233333,,892.0,3752.353144,50.0
2020-01-27,92788.108305,80834.7,68297.876804,73.606282,5.501029,420748.8,89681.279961,0.0,0.0,0.0,12536.823196,,420.0,2973.317033,24.0
