Date , Hour , TotalCosts , FixedCosts , VariableCosts , LoadShedding , OverGeneration , ReserveShortfall , RenewablesUsed , RenewablesCurtailed , Demand , Price
2020-01-02,1,33771.391656,20849.32,12922.071656,0.0,0.0,0,1594.5,0,3453.596868,9.778614
2020-01-02,2,30529.892241,20849.32,9680.572241,0.0,0.0,0,1587.9,0,3304.32247,9.23938
2020-01-02,3,27557.889824,20849.32,6708.569824,0.0,0.0,0,1676.8,0,3238.814285,8.508635
2020-01-02,4,27911.178527,20849.32,7061.858527,0.0,0.0,0,1625.7,0,3206.44546,8.70471
2020-01-02,5,28662.304043,20849.32,7812.984043,0.0,0.0,0,1605.7,0,3225.951536,8.884915
2020-01-02,6,30692.418963,20849.32,9843.098963,0.0,0.0,0,1615.5,0,3340.176883,9.18886
2020-01-02,7,35262.998328,20849.32,14413.678328,0.0,0.0,0,1644.1,0,3589.510878,9.823901
2020-01-02,8,39562.585423,20849.32,18713.265423,0.0,0.0,0,1720.6,0,3856.578952,10.258466
2020-01-02,9,22782.170575,20849.32,1932.850575,0.0,0.0,0,2586.9,0,3866.832072,5.891689
2020-01-02,10,20849.32,20849.32,0.0,0.0,0.0,0,2766.199464,392.600536,3914.199464,5.326586
2020-01-02,11,20849.32,20849.32,0.0,0.0,0.0,0,2812.705282,685.294718,3960.705282,5.264042
2020-01-02,12,20849.32,20849.32,0.0,0.0,0.0,0,2852.194398,830.205602,4000.194398,5.212077
2020-01-02,13,20849.32,20849.32,0.0,0.0,0.0,0,2884.146723,873.953277,4032.146723,5.170774
2020-01-02,14,20849.32,20849.32,0.0,0.0,0.0,0,2882.866206,823.633794,4030.866206,5.172417
2020-01-02,15,20849.32,20849.32,0.0,0.0,0.0,0,2901.692653,621.907347,4049.692653,5.148371
2020-01-02,16,20849.32,20849.32,0.0,0.0,0.0,0,2887.105828,228.394172,4035.105828,5.166982
2020-01-02,17,25041.947555,20849.32,4192.627555,0.0,0.0,0,2586.9,0,3993.972271,6.269935
2020-01-02,18,70563.94996,54584.65,15979.29996,0.0,0.0,0,1919.4,0,4113.936523,17.152416
2020-01-02,19,58552.483552,27623.75,30928.733552,0.0,0.0,0,1800.1,0,4541.270659,12.893414
2020-01-02,20,56272.400344,26486.22,29786.180344,0.0,0.0,0,1799.9,0,4519.404825,12.451286
2020-01-02,21,52153.368292,25400.44,26752.928292,0.0,0.0,0,1771.0,0,4396.128147,11.863478
2020-01-02,22,48911.263698,25400.44,23510.823698,0.0,0.0,0,1725.2,0,4230.415438,11.561811
2020-01-02,23,39589.774525,25400.44,14189.334525,0.0,0.0,0,1868.7,0,3961.808562,9.992854
2020-01-02,24,27297.393425,20861.25,6436.143425,0.0,0.0,0,2127.5,0,3654.622537,7.469278
2020-01-03,1,23340.316418,17159.25,6181.066418,0.0,0.0,0,2050.0,0,3408.88239,6.846912
2020-01-03,2,18204.90197,11181.99,7022.91197,0.0,0.0,0,2099.0,0,3268.125923,5.570441
2020-01-03,3,12803.110996,11181.99,1621.120996,0.0,0.0,0,2333.5,0,3191.466141,4.011671
2020-01-03,4,11181.99,11181.99,0.0,0.0,0.0,0,2417.812642,122.987358,3165.812642,3.532107
2020-01-03,5,11181.99,11181.99,0.0,0.0,0.0,0,2435.587663,98.012337,3183.587663,3.512386
2020-01-03,6,13538.755865,11181.99,2356.765865,0.0,0.0,0,2380.6,0,3283.288249,4.123536
2020-01-03,7,17782.138156,11181.99,6600.148156,0.0,0.0,0,2384.0,0,3532.166727,5.034343
2020-01-03,8,19710.936,11181.99,8528.946,0.0,0.0,0,2562.0,0,3800.232163,5.186772
2020-01-03,9,12756.99,11181.99,1575.0,0.0,0.0,0,2978.668974,379.231026,3831.668974,3.329356
2020-01-03,10,11181.99,11181.99,0.0,0.0,0.0,0,3177.012427,535.587573,3925.012427,2.848906
2020-01-03,11,11181.99,11181.99,0.0,0.0,0.0,0,3230.075719,617.024281,3978.075719,2.810904
2020-01-03,12,11181.99,11181.99,0.0,0.0,0.0,0,3292.035887,568.764113,4040.035887,2.767795
2020-01-03,13,11181.99,11181.99,0.0,0.0,0.0,0,3328.101666,733.298334,4076.101666,2.743305
