Date,Demand,Renewables available,Renewables used,Renewables penetration rate,Average price,Fixed costs,Generation costs,Load shedding,Over generation,Reserve shortfall,Renewables curtailment,On/off,Sum on/off ramps,Sum nominal ramps,Number on/offs
2020-01-02,92516.698921,55699.3,51266.935555,55.41371,8.738131,565017.465732,243405.555709,0.0,0.0,0.0,4432.364445,,170.0,4890.091852,15.0
2020-01-03,91553.700976,59750.9,55309.005912,60.411546,10.113625,742413.755732,183526.073412,0.0,0.0,0.0,4441.894088,,990.0,5103.822708,12.0
2020-01-04,85195.733459,38968.9,36658.714698,43.028815,11.338476,632258.455732,333731.345431,0.0,0.0,0.0,2310.185302,,0.0,5599.258689,13.0
2020-01-05,83734.312207,57708.6,51483.549487,61.484412,10.50907,681059.345732,198910.427716,0.0,0.0,0.0,6225.050513,,1190.0,4067.812169,11.0
2020-01-06,92331.857102,71766.6,63335.579622,68.595587,6.329005,451453.745732,132915.016004,0.0,0.0,0.0,8431.020378,,294.0,3839.553754,11.0
2020-01-07,93175.83629,78994.1,69546.07048,74.639599,4.551629,323476.415732,100625.386827,0.0,0.0,0.0,9448.02952,,162.0,2995.760626,8.0
2020-01-08,94657.457261,72630.8,62036.259919,65.537636,7.768602,575727.875732,159628.262588,0.0,0.0,0.0,10594.540081,,590.0,4487.217231,25.0
2020-01-09,94060.519372,56069.3,54483.43777,57.923811,10.260168,752471.745732,212605.014267,0.0,0.0,0.0,1585.86223,,994.0,5541.073519,16.0
2020-01-10,92244.455661,62070.0,56373.01013,61.112627,7.967168,533196.105732,201730.954632,0.0,0.0,0.0,5696.98987,,324.0,4373.388945,17.0
2020-01-11,86069.579788,35779.2,35779.2,41.570088,11.930085,662347.625732,364469.796097,0.0,0.0,0.0,0.0,,200.0,5137.115697,7.0
2020-01-12,84755.023919,60567.2,53486.607971,63.107301,7.879652,500786.715732,167053.373784,0.0,0.0,0.0,7080.592029,,472.0,3172.136073,8.0
2020-01-13,94585.844278,49891.8,49891.8,52.747639,9.572962,623183.825732,282282.879727,0.0,0.0,0.0,0.0,,124.0,5520.913547,6.0
2020-01-14,97518.968937,61147.8,54077.380595,55.453192,11.179297,823898.195732,266295.31379,0.0,0.0,0.0,7070.419405,,1082.0,6252.75733,22.0
2020-01-15,96173.719335,31975.8,31826.164997,33.092372,15.811402,1061989.855732,458651.450157,0.0,0.0,0.0,149.635003,,632.0,7496.392913,8.0
2020-01-16,94571.424833,42829.4,41366.956248,43.741496,11.768869,743626.675732,369372.076089,0.0,0.0,0.0,1462.443752,,194.0,6254.93858,18.0
2020-01-17,95360.265693,74064.7,64799.801286,67.952622,5.856597,415503.145732,142983.5285,0.0,0.0,0.0,9264.898714,,62.0,3539.875977,2.0
2020-01-18,90405.378419,39365.5,37872.979276,41.892396,13.658433,829436.035732,405359.740939,0.0,0.0,0.0,1492.520724,,834.0,4968.457488,7.0
2020-01-19,88194.348015,29909.6,28961.455166,32.838221,14.778488,849820.305732,453558.771907,0.0,0.0,0.0,948.144834,,384.0,5540.622096,12.0
2020-01-20,93982.898545,40585.4,39176.812725,41.685044,13.743522,896091.145732,395564.866392,0.0,0.0,0.0,1408.587275,,802.0,6014.560324,9.0
2020-01-21,93268.953449,41444.7,40055.780851,42.946532,11.839265,727773.055732,376462.782341,0.0,0.0,0.0,1388.919149,,202.0,5002.484919,14.0
2020-01-22,92133.348086,48364.5,45990.168361,49.916962,10.420738,689297.265732,270800.195593,0.0,0.0,0.0,2374.331639,,280.0,6207.308811,16.0
2020-01-23,93371.383648,68812.8,60008.672361,64.268805,8.180786,599467.825732,164383.45666,0.0,0.0,0.0,8804.127639,,588.0,4914.473826,16.0
2020-01-24,92478.299678,71308.9,59693.209658,64.548343,7.040228,517040.545732,134027.776573,0.0,0.0,0.0,11615.690342,,254.0,4330.742169,12.0
2020-01-25,87842.412729,73903.2,58360.796831,66.438062,5.719405,355937.905732,146468.387903,0.0,0.0,0.0,15542.403169,,0.0,3007.664527,6.0
2020-01-26,85498.434815,67986.2,61372.730228,71.782285,6.774092,495961.975732,83212.263926,0.0,0.0,0.0,6613.469772,,758.0,3938.885581,22.0
2020-01-27,92788.108305,80834.7,68905.420551,74.261047,5.636867,435267.675732,87766.584932,0.0,0.0,0.0,11929.279449,,424.0,3195.049565,13.0
2020-01-28,90381.329912,67395.6,62735.051967,69.411517,7.337824,554638.155732,108564.141621,0.0,0.0,0.0,4660.548033,,774.0,4640.566301,10.0
2020-01-29,91494.663614,81720.0,68471.526256,74.836634,4.872376,353126.825732,92669.576914,0.0,0.0,0.0,13248.473744,,218.0,2049.991759,18.0
2020-01-30,91811.113722,70329.8,62237.682271,67.788833,7.490522,544228.855732,143484.288179,0.0,0.0,0.0,8092.117729,,664.0,4536.613187,30.0
2020-01-31,90679.657624,45653.8,44813.058476,49.419087,11.377457,790898.695732,240805.187256,0.0,0.0,0.0,840.741524,,514.0,6020.466872,22.0
2020-02-01,83651.648528,73661.9,61169.034006,73.123525,5.485402,360356.575732,98506.38526,0.0,0.0,0.0,12492.865994,,386.0,2788.887386,14.0
2020-02-02,81339.434907,51452.3,46177.881118,56.771824,11.161026,669672.175732,238159.37936,0.0,0.0,0.0,5274.418882,,1066.0,3506.200341,12.0
2020-02-03,90249.594427,37517.2,36809.621336,40.786467,14.331748,934770.635732,358663.791894,0.0,0.0,0.0,707.578664,,802.0,5877.913056,19.0
2020-02-04,91052.363245,26600.7,26131.57027,28.699497,15.473986,949116.945732,459826.065817,0.0,0.0,0.0,469.12973,,68.0,5945.2717,11.0
2020-02-05,91249.401148,40095.8,38333.398773,42.00948,13.240045,808357.755732,399788.457231,0.0,0.0,0.0,1762.401227,,850.0,5514.96816,7.0
2020-02-06,90653.364613,36533.6,35720.149469,39.403005,13.411096,834700.205732,381060.809147,0.0,0.0,0.0,813.450531,,526.0,5790.176272,12.0
2020-02-07,89021.855989,56665.1,51609.222026,57.973653,8.250209,515651.075732,218797.809875,0.0,0.0,0.0,5055.877974,,200.0,3973.878297,8.0
2020-02-08,83573.799049,30553.2,30049.741543,35.955936,14.250293,750556.615732,440394.527893,0.0,0.0,0.0,503.458457,,476.0,3871.801039,8.0
2020-02-09,82287.799412,26874.7,26310.236785,31.973436,14.994204,772296.035732,461544.050173,0.0,0.0,0.0,564.463215,,532.0,4201.22483,8.0
2020-02-10,90322.881609,45982.0,44474.444697,49.2394,9.981724,609800.615732,291777.433025,0.0,0.0,0.0,1507.555303,,70.0,4665.279995,22.0
2020-02-11,89380.403298,39805.6,39594.476812,44.298834,13.61442,826954.415732,389907.954144,0.0,0.0,0.0,211.123188,,970.0,4641.124038,21.0
2020-02-12,88955.277179,35056.6,33912.556389,38.123153,13.980282,849434.925732,394184.891316,0.0,0.0,0.0,1144.043611,,550.0,4909.667692,16.0
2020-02-13,91683.760093,44425.1,43193.417082,47.111306,10.985966,692772.505732,314462.200483,0.0,0.0,0.0,1231.682918,,140.0,4893.473072,11.0
2020-02-14,91497.088857,55458.7,55311.179247,60.4513,8.198253,525518.145732,224598.122605,0.0,0.0,0.0,147.520753,,370.0,3511.688841,9.0
2020-02-15,86162.021008,37298.6,36116.660564,41.917146,12.427491,715460.405732,355317.308277,0.0,0.0,0.0,1181.939436,,402.0,3595.859526,3.0
2020-02-16,84116.299245,27818.7,27123.743494,32.245526,14.644248,829187.745732,402632.168927,0.0,0.0,0.0,694.956506,,340.0,4801.891001,4.0
2020-02-17,90283.88005,43755.7,40935.924891,45.341344,11.234738,649423.955732,364891.817372,0.0,0.0,0.0,2819.775109,,208.0,4208.697244,11.0
2020-02-18,93810.980115,69553.6,59066.279279,62.963077,6.945775,480004.805732,171585.112059,0.0,0.0,0.0,10487.320721,,62.0,4193.609436,10.0
2020-02-19,92850.471096,76496.4,65682.95693,70.740575,6.020947,431389.465732,127658.328558,0.0,0.0,0.0,10813.44307,,344.0,3559.754133,7.0
2020-02-20,91722.247248,74505.8,62991.903191,68.676799,6.53038,444127.605732,154853.545662,0.0,0.0,0.0,11513.896809,,462.0,3038.875733,9.0
2020-02-21,89633.827756,34794.6,34794.6,38.818603,14.401425,925582.885732,365271.926322,0.0,0.0,0.0,0.0,,664.0,6519.201579,8.0
2020-02-22,83439.932675,28172.2,27464.488324,32.915281,14.12897,783702.485732,395217.860215,0.0,0.0,0.0,707.711676,,218.0,4393.597535,17.0
2020-02-23,81033.296963,39438.3,37264.011758,45.986049,10.952688,616980.775732,270551.671549,0.0,0.0,0.0,2174.288242,,264.0,6057.01664,14.0
2020-02-24,89491.992822,58907.1,55729.525307,62.273197,9.035786,626577.455732,182053.061033,0.0,0.0,0.0,3177.574693,,782.0,4305.672712,20.0
2020-02-25,88255.554228,60696.3,56875.738024,64.444372,6.331423,403894.285732,154888.995741,0.0,0.0,0.0,3820.561976,,32.0,4422.367726,17.0
2020-02-26,88051.953284,49676.2,49437.347731,56.145657,11.210649,762989.565732,224129.951686,0.075018,0.0,0.0,238.852269,,1018.0,5739.223866,18.0
2020-02-27,88671.50229,50763.9,45100.819738,50.862812,12.81193,812691.055732,323361.980654,0.0,0.0,0.0,5663.080262,,1282.0,4882.082947,25.0
2020-02-28,89562.198521,25516.3,25516.3,28.490033,15.759997,959225.245732,452274.700534,0.0,0.0,0.0,0.0,,194.0,5245.227991,11.0
2020-02-29,83199.450973,35647.4,33954.866451,40.811407,12.96463,732342.105732,346307.952802,0.0,0.0,0.0,1692.533549,,554.0,4751.453346,15.0
2020-03-01,80262.835613,42012.5,39086.695836,48.698374,10.4698,609521.205732,230814.596932,0.0,0.0,0.0,2925.804164,,232.0,6258.168253,6.0
2020-03-02,89025.185081,61339.3,56930.337262,63.948575,8.668307,610226.485732,161471.148599,0.0,0.0,0.0,4408.962738,,774.0,4183.217052,17.0
2020-03-03,87458.444784,62360.9,58108.741831,66.441545,5.870623,372090.885732,141344.677024,0.0,0.0,0.0,4252.158169,,38.0,4159.435411,12.0
2020-03-04,87265.38015,49444.0,49181.527921,56.358579,11.281545,770503.635732,213984.718407,0.0,0.0,0.0,262.472079,,1090.0,5253.954773,18.0
2020-03-05,87926.946974,52268.3,45979.176946,52.292475,12.323509,783451.725732,300116.840197,0.0,0.0,0.0,6289.123054,,1238.0,4660.627558,27.0
2020-03-06,88958.946328,26855.7,26855.7,30.188869,15.61521,953985.725732,435126.899137,0.0,0.0,0.0,0.0,,246.0,5537.934124,10.0
2020-03-07,82252.990448,35350.4,33911.525536,41.228319,13.085749,749214.275732,327127.724262,0.0,0.0,0.0,1438.874464,,680.0,4985.70486,13.0
2020-03-08,80671.708277,56904.2,49124.396867,60.894207,7.986544,486739.695732,157548.442283,0.0,0.0,0.0,7779.803133,,408.0,3530.423978,16.0
2020-03-09,89044.982445,47513.7,47405.678652,53.2379,10.292428,665112.225732,251376.865251,0.0,0.0,0.0,108.021348,,462.0,5559.574242,8.0
2020-03-10,88249.723984,59460.1,58169.84822,65.915048,7.354913,505250.145732,143818.890656,0.0,0.0,0.0,1290.25178,,634.0,4504.010672,28.0
2020-03-11,88954.864785,74356.9,65600.632338,73.745975,5.74631,439976.485732,71185.764284,0.0,0.0,0.0,8756.267662,,604.0,3305.247962,20.0
2020-03-12,89757.687451,77089.7,67386.927486,75.076497,5.952188,431290.235732,102964.375696,0.0,0.0,0.0,9702.772514,,722.0,2325.978497,23.0
2020-03-13,90564.89453,29782.9,29782.9,32.885701,15.645034,927557.815732,489333.06379,0.0,0.0,0.0,0.0,,740.0,4464.568111,12.0
2020-03-14,90281.169439,25520.8,25520.8,28.268132,15.897194,1006575.065732,428642.220254,0.0,0.0,0.0,0.0,,230.0,4667.048411,4.0
2020-03-15,86007.830208,34560.4,31595.564783,36.735684,14.445116,799981.255732,442411.83395,0.0,0.0,0.0,2964.835217,,742.0,4222.440241,18.0
2020-03-16,92253.082484,34030.8,32440.39374,35.164563,14.540633,916330.625732,425087.588762,0.0,0.0,0.0,1590.40626,,446.0,6215.780531,25.0
2020-03-17,90967.061637,43079.3,42520.117303,46.742322,12.198103,745978.305732,363647.277037,0.0,0.0,0.0,559.182697,,812.0,5146.768868,18.0
2020-03-18,88267.224202,46851.2,43312.516117,49.069761,11.584345,733335.455732,289182.543712,0.0,0.0,0.0,3538.683883,,740.0,6118.070151,15.0
2020-03-19,88199.037828,52386.1,50217.781185,56.936881,9.219615,589410.025732,223751.180954,0.0,0.0,0.0,2168.318815,,464.0,3947.573482,9.0
2020-03-20,87840.854771,26789.2,26789.2,30.497426,15.070028,821415.655732,502348.502775,0.0,0.0,0.0,0.0,,392.0,4826.215218,6.0
2020-03-21,81814.038347,37517.1,34173.205499,41.769366,12.575704,721781.565732,307087.542309,0.0,0.0,0.0,3343.894501,,510.0,5027.392578,6.0
2020-03-22,82151.222752,29715.3,29473.794756,35.877488,13.742978,748283.935732,380718.537701,0.0,0.0,0.0,241.505244,,362.0,4470.030487,6.0
2020-03-23,89636.045606,31464.0,31434.156424,35.068656,13.944961,865106.435732,384864.699485,0.0,0.0,0.0,29.843576,,178.0,4771.417254,5.0
2020-03-24,90525.859807,40566.5,39714.962617,43.871401,11.664916,740597.565732,315378.991511,0.0,0.0,0.0,851.537383,,170.0,5276.530789,3.0
2020-03-25,89423.215616,49066.4,46925.651479,52.475916,10.551779,723710.035732,219863.988504,0.0,0.0,0.0,2140.748521,,624.0,6037.13761,25.0
2020-03-26,87818.031358,61930.6,57828.718339,65.85062,6.862016,481254.085732,121354.640385,0.0,0.0,0.0,4101.881661,,370.0,3628.748844,16.0
2020-03-27,86430.038484,65493.8,57290.001829,66.284827,9.21583,632623.185732,163901.314028,0.0,0.0,0.0,8203.798171,,1206.0,3705.583016,25.0
2020-03-28,80477.693678,31990.3,31805.299696,39.52064,12.560658,700607.785732,310245.022565,0.0,0.0,0.0,185.000304,,60.0,4870.412412,10.0
2020-03-29,78422.855681,64729.1,50650.161405,64.585969,9.988521,588420.755732,194907.59593,0.0,0.0,0.0,14078.938595,,1098.0,2738.975203,24.0
2020-03-30,86944.365876,39094.8,38793.240105,44.618463,11.801843,764005.285732,262098.45663,0.0,0.0,0.0,301.559895,,340.0,5798.907446,10.0
2020-03-31,89042.031841,35610.5,35569.192581,39.946519,14.667179,902545.065732,403450.319704,0.0,0.0,0.0,41.307419,,848.0,4945.820855,19.0
2020-04-01,89887.152652,36595.5,36595.5,40.712715,11.854197,645780.785732,419759.243513,0.0,0.0,0.0,0.0,,0.0,4687.869183,8.0
2020-04-02,89387.247854,50610.1,50088.068003,56.034915,10.732475,691401.565732,267944.841811,0.0,0.0,0.0,522.031997,,1006.0,4796.479538,19.0
2020-04-03,88586.212178,35403.2,35330.717985,39.882863,13.310732,790321.305732,388826.038383,0.0,0.0,0.0,72.482015,,570.0,5819.143182,9.0
2020-04-04,81552.100141,47887.5,39870.054442,48.889059,9.918807,554411.015732,254488.507767,0.0,0.0,0.0,8017.445558,,170.0,4459.830858,6.0
2020-04-05,79933.801791,47482.3,41816.275192,52.313632,10.25545,590867.995732,228889.135112,0.0,0.0,0.0,5666.024808,,564.0,4158.3989,18.0
2020-04-06,90798.038624,39221.5,39219.798742,43.194544,12.549984,743666.505732,395847.457741,0.0,0.0,0.0,1.701258,,246.0,6483.184193,6.0
2020-04-07,92943.631275,29866.3,29866.3,32.133778,15.727589,934371.975732,527407.301712,0.0,0.0,0.0,0.0,,740.0,4492.416465,7.0
2020-04-08,89777.903421,40758.4,40758.4,45.399144,10.878206,623080.545732,353541.992905,0.0,0.0,0.0,0.0,,140.0,4919.315657,14.0
2020-04-09,88896.618788,77241.2,64217.255075,72.23813,7.978938,551775.365732,157525.223421,0.0,0.0,0.0,13023.944925,,1136.0,2325.03822,23.0
2020-04-10,90180.747728,38853.4,38243.754828,42.407893,13.14875,828317.095732,357446.966896,0.0,0.0,0.0,609.645172,,556.0,4837.693732,12.0
2020-04-11,83051.932011,65399.7,50502.952929,60.808884,7.829574,476382.725732,173878.555051,0.0,0.0,0.0,14896.747071,,340.0,3596.377345,10.0
2020-04-12,81850.147658,53814.8,47008.234968,57.432071,10.766978,652196.915732,229081.855396,0.0,0.0,0.0,6806.565032,,1038.0,3805.535061,18.0
2020-04-13,89815.63051,36983.3,36940.919029,41.129722,12.841691,835675.695732,317708.834144,0.0,0.0,0.0,42.380971,,260.0,3882.715262,7.0
2020-04-14,89773.07491,32896.0,32896.0,36.643504,13.443433,788298.185732,418560.136243,0.0,0.0,0.0,0.0,,340.0,4327.189252,4.0
2020-04-15,92471.093739,59273.0,55408.449184,59.919751,8.579666,613591.445732,179779.637287,0.0,0.0,0.0,3864.550816,,550.0,4074.791107,21.0
2020-04-16,99001.569074,67542.4,62932.015554,63.566685,9.475765,724486.825732,213628.740935,0.0,0.0,0.0,4610.384446,,1206.0,4275.745035,12.0
2020-04-17,91913.467503,63191.5,61548.35297,66.963367,6.109477,406994.925732,154548.314903,0.0,0.0,0.0,1643.14703,,202.0,2728.349548,17.0
2020-04-18,83090.887662,53416.8,53102.617285,63.909074,7.166846,473678.755732,121820.816918,0.0,0.0,0.0,314.182715,,286.0,4088.745342,19.0
2020-04-19,80607.210502,56490.0,52271.54457,64.847232,9.904353,603530.195732,194832.065261,0.0,0.0,0.0,4218.45543,,1120.0,2263.171143,17.0
2020-04-20,88612.578555,60397.3,54074.310649,61.02329,8.885549,576502.315732,210869.054328,0.0,0.0,0.0,6322.989351,,618.0,3319.979788,23.0
2020-04-21,90990.592026,41026.2,40867.845142,44.914363,12.265669,765527.875732,350532.624375,0.0,0.0,0.0,158.354858,,584.0,4769.615871,10.0
2020-04-22,92402.322196,44552.9,44202.9303,47.837467,11.68139,748466.515732,330921.085545,0.0,0.0,0.0,349.9697,,740.0,4995.276734,15.0
2020-04-23,96217.068029,44234.0,43676.276985,45.393482,12.085924,853975.905732,308896.264807,0.0,0.0,0.0,557.723015,,510.0,5082.325314,14.0
2020-04-24,94899.403053,57708.4,57356.494265,60.439257,9.458351,677543.545732,220048.29764,0.0,0.0,0.0,351.905735,,756.0,4285.320458,10.0
2020-04-25,87203.236756,49640.0,49247.454108,56.474342,9.113267,564047.325732,230659.028483,0.0,0.0,0.0,392.545892,,510.0,3445.780498,7.0
2020-04-26,81788.388868,69278.2,57690.401999,70.536176,5.294782,342439.725732,90611.974344,0.0,0.0,0.0,11587.798001,,200.0,2517.815597,17.0
2020-04-27,91201.120355,57392.2,54993.590431,60.299249,11.10382,766510.435732,246170.375563,0.0,0.0,0.0,2398.609569,,1252.0,3135.795425,13.0
2020-04-28,94291.199946,43064.4,42411.754871,44.979547,12.680654,832414.405732,363259.675974,0.0,0.0,0.0,652.645129,,740.0,5224.862507,10.0
2020-04-29,95006.140215,39156.7,39106.293981,41.16186,12.297558,880969.625732,287373.918012,0.0,0.0,0.0,50.406019,,0.0,4979.144556,5.0
2020-04-30,93251.327269,37680.9,37680.9,40.407897,13.252577,748900.685732,486919.67797,0.0,0.0,0.0,0.0,,740.0,4769.60017,6.0
2020-05-01,88599.94854,33868.6,33230.204984,37.505896,13.355473,757174.165732,426120.024648,0.0,0.0,0.0,638.395016,,340.0,3780.613768,5.0
2020-05-02,87101.601683,40185.4,38235.640591,43.897747,11.860498,688498.235732,344570.171621,0.0,0.0,0.0,1949.759409,,362.0,4686.285361,7.0
2020-05-03,88681.093874,54515.5,49734.913676,56.082882,11.163703,750848.385732,239160.96387,0.0,0.0,0.0,4780.586324,,1012.0,4488.130201,24.0
2020-05-04,100009.596028,60915.3,58308.430824,58.302836,7.951398,548644.755732,246571.306095,0.0,0.0,0.0,2606.869176,,24.0,3606.562365,12.0
2020-05-05,102492.847929,49338.4,49338.4,48.138383,12.239087,831219.245732,423199.687571,0.0,0.0,0.0,0.0,,972.0,4290.021877,11.0
2020-05-06,99423.843584,45203.7,44850.074583,45.109979,11.503576,756176.705732,387553.038178,0.0,0.0,0.0,353.625417,,170.0,4390.38265,7.0
2020-05-07,96684.52664,50869.4,50503.147418,52.234984,10.489415,693962.205732,320201.889465,0.0,0.0,0.0,366.252582,,680.0,4176.063239,5.0
2020-05-08,93751.114979,38132.4,37585.409152,40.090626,12.610554,821569.245732,360684.219634,0.0,0.0,0.0,546.990848,,62.0,4492.920578,4.0
2020-05-09,90258.875101,63963.1,58799.288929,65.14516,7.372302,503013.725732,162401.981969,0.0,0.0,0.0,5163.811071,,488.0,3272.713709,20.0
2020-05-10,91101.978453,83915.9,70157.308924,77.009644,4.914197,374615.605732,73077.475128,0.0,0.0,0.0,13758.591076,,434.0,2795.226051,17.0
2020-05-11,102980.409749,57861.5,57850.640372,56.176355,10.710851,789366.605732,313641.18911,0.0,0.0,0.0,10.859628,,922.0,5525.421841,17.0
2020-05-12,102503.080107,44111.9,44111.9,43.034707,13.799583,998829.335732,415670.44248,0.0,0.0,0.0,0.0,,804.0,4068.934335,8.0
2020-05-13,103030.41415,37282.8,36961.643646,35.874498,14.400155,971406.835732,512247.127622,0.0,0.0,0.0,321.156354,,402.0,4818.744466,15.0
2020-05-14,105387.080919,48357.1,47308.17985,44.889923,11.758909,803340.165732,435896.950511,0.0,0.0,0.0,1048.92015,,246.0,4416.001547,16.0
2020-05-15,107843.74548,54784.3,54407.789623,50.450575,11.376647,815559.685732,411340.56973,0.0,0.0,0.0,376.510377,,850.0,4777.751572,8.0
2020-05-16,105615.262919,36334.8,36294.128192,34.364473,14.933735,1018485.035732,558745.323353,0.0,0.0,0.0,40.671808,,510.0,4684.638625,4.0
2020-05-17,103134.032121,34773.9,33857.138065,32.828289,15.511576,1048217.135732,551554.228294,0.0,0.0,0.0,916.761935,,532.0,5258.7334,8.0
2020-05-18,112139.863044,37692.0,37625.375913,33.552186,14.884838,1127201.335732,541982.380516,0.0,0.0,0.0,66.624087,,170.0,4688.017759,3.0
2020-05-19,111523.006384,38372.8,38078.65547,34.144215,14.918929,1146686.115732,517117.724897,0.0,0.0,0.0,294.14453,,192.0,4984.696021,3.0
2020-05-20,118255.797965,33800.7,33800.7,28.5827,16.610945,1311390.075732,652950.454368,0.0,0.0,0.0,0.0,,262.0,5030.358522,5.0
2020-05-21,118909.418002,48597.4,48597.4,40.869261,12.748026,1001665.965732,514194.40875,0.0,0.0,0.0,0.0,,0.0,5219.964452,2.0
2020-05-22,119194.690584,52350.2,52101.46276,43.711228,13.101439,1037151.655732,524470.29781,0.0,0.0,0.0,248.73724,,710.0,5878.041773,9.0
2020-05-23,110064.36595,49683.0,48795.853992,44.333925,12.942372,933408.515732,491085.504113,0.0,0.0,0.0,887.146008,,882.0,5053.612677,19.0
