Date , Hour , TotalCosts , FixedCosts , VariableCosts , LoadShedding , OverGeneration , ReserveShortfall , RenewablesUsed , RenewablesCurtailed , Demand , Price
2020-01-02,1,34059.883901,21304.826072,12755.057829,0.0,0.0,0,1594.5,0,3453.596868,9.862148
2020-01-02,2,31093.561598,21304.826072,9788.735526,0.0,0.0,0,1587.9,0,3304.32247,9.409966
2020-01-02,3,28049.145864,21304.826072,6744.319792,0.0,0.0,0,1676.8,0,3238.814285,8.660313
2020-01-02,4,28405.678686,21304.826072,7100.852614,0.0,0.0,0,1625.7,0,3206.44546,8.858931
2020-01-02,5,29172.626242,21304.826072,7867.80017,0.0,0.0,0,1605.7,0,3225.951536,9.043107
2020-01-02,6,31262.108715,21304.826072,9957.282643,0.0,0.0,0,1615.5,0,3340.176883,9.359417
2020-01-02,7,35907.763264,21304.826072,14602.937192,0.0,0.0,0,1644.1,0,3589.510878,10.003525
2020-01-02,8,40239.979869,21304.826072,18935.153797,0.0,0.0,0,1720.6,0,3856.578952,10.434113
2020-01-02,9,23078.0156,21304.826072,1773.189528,0.0,0.0,0,2586.9,0,3866.832072,5.968197
2020-01-02,10,21304.826072,21304.826072,0.0,0.0,0.0,0,2769.574464,389.225536,3914.199464,5.442959
2020-01-02,11,21304.826072,21304.826072,0.0,0.0,0.0,0,2816.080282,681.919718,3960.705282,5.379049
2020-01-02,12,21304.826072,21304.826072,0.0,0.0,0.0,0,2855.569398,826.830602,4000.194398,5.325948
2020-01-02,13,21304.826072,21304.826072,0.0,0.0,0.0,0,2887.521723,870.578277,4032.146723,5.283743
2020-01-02,14,21304.826072,21304.826072,0.0,0.0,0.0,0,2886.241206,820.258794,4030.866206,5.285421
2020-01-02,15,21304.826072,21304.826072,0.0,0.0,0.0,0,2905.067653,618.532347,4049.692653,5.26085
2020-01-02,16,21304.826072,21304.826072,0.0,0.0,0.0,0,2890.480828,225.019172,4035.105828,5.279868
2020-01-02,17,25212.623212,21304.826072,3907.79714,0.0,0.0,0,2586.9,0,3993.972271,6.312669
2020-01-02,18,70274.084048,53902.626072,16371.457976,0.0,0.0,0,1919.4,0,4113.936523,17.081956
2020-01-02,19,56661.134782,25855.946072,30805.18871,0.0,0.0,0,1800.1,0,4541.270659,12.476934
2020-01-02,20,55878.478475,25855.946072,30022.532403,0.0,0.0,0,1799.9,0,4519.404825,12.364123
2020-01-02,21,52800.993356,25855.946072,26945.047284,0.0,0.0,0,1771.0,0,4396.128147,12.010795
2020-01-02,22,49704.99673,25855.946072,23849.050658,0.0,0.0,0,1725.2,0,4230.415438,11.749436
2020-01-02,23,40093.650494,25032.186072,15061.464422,0.0,0.0,0,1868.7,0,3961.808562,10.120037
2020-01-02,24,27394.514101,20476.826072,6917.688029,0.0,0.0,0,2127.5,0,3654.622537,7.495853
2020-01-03,1,24229.571434,20476.826072,3752.745362,0.0,0.0,0,2050.0,0,3408.88239,7.107776
2020-01-03,2,18775.990166,13062.146072,5713.844093,0.0,0.0,0,2099.0,0,3268.125923,5.745186
2020-01-03,3,13722.172607,13062.146072,660.026535,0.0,0.0,0,2333.5,0,3191.466141,4.299645
2020-01-03,4,13062.146072,13062.146072,0.0,0.0,0.0,0,2359.187642,181.612358,3165.812642,4.126001
2020-01-03,5,13062.146072,13062.146072,0.0,0.0,0.0,0,2376.962664,156.637336,3183.587663,4.102964
2020-01-03,6,14315.067784,13062.146072,1252.921712,0.0,0.0,0,2380.6,0,3283.288249,4.359979
2020-01-03,7,18378.076375,13062.146072,5315.930303,0.0,0.0,0,2384.0,0,3532.166727,5.20306
2020-01-03,8,20105.878988,13062.146072,7043.732916,0.0,0.0,0,2562.0,0,3800.232163,5.290698
2020-01-03,9,13259.99005,13062.146072,197.843978,0.0,0.0,0,3010.120595,347.779405,3831.668974,3.46063
2020-01-03,10,13062.146072,13062.146072,0.0,0.0,0.0,0,3118.387427,594.212573,3925.012427,3.327925
2020-01-03,11,13062.146072,13062.146072,0.0,0.0,0.0,0,3171.450719,675.649281,3978.075719,3.283534
2020-01-03,12,13062.146072,13062.146072,0.0,0.0,0.0,0,3233.410887,627.389113,4040.035887,3.233176
2020-01-03,13,13062.146072,13062.146072,0.0,0.0,0.0,0,3269.476666,791.923334,4076.101666,3.204568
2020-01-03,14,13062.146072,13062.146072,0.0,0.0,0.0,0,3269.017992,511.582008,4075.642992,3.204929
2020-01-03,15,13062.146072,13062.146072,0.0,0.0,0.0,0,3275.014755,488.485245,4081.639755,3.20022
2020-01-03,16,13062.146072,13062.146072,0.0,0.0,0.0,0,3262.676565,66.623435,4069.301565,3.209923
2020-01-03,17,82241.905302,78726.926072,3514.97923,0.0,0.0,0,2638.6,0,4026.396778,20.425683
2020-01-03,18,222495.270359,209625.996072,12869.274287,0.0,0.0,0,1476.9,0,3976.312271,55.95518
2020-01-03,19,84223.598365,39608.636072,44614.962292,0.0,0.0,0,722.5,0,4451.799923,18.918999
2020-01-03,20,80093.31253,39608.636072,40484.676458,0.0,0.0,0,759.2,0,4370.271818,18.326849
2020-01-03,21,70125.03851,39608.636072,30516.402438,0.0,0.0,0,956.4,0,4226.842913,16.590406
2020-01-03,22,55097.85106,39608.636072,15489.214988,0.0,0.0,0,1432.4,0,4071.27911,13.533302
2020-01-03,23,47928.292717,39608.636072,8319.656645,0.0,0.0,0,1584.5,0,3879.706211,12.353588
2020-01-03,24,43388.498247,39608.636072,3779.862175,0.0,0.0,0,1583.7,0,3640.051069,11.91975
2020-01-04,1,42840.007459,30037.216072,12802.791386,0.0,0.0,0,1249.5,0,3424.957869,12.508185
2020-01-04,2,52056.532955,30037.216072,22019.316882,0.0,0.0,0,690.8,0,3272.427365,15.907621
2020-01-04,3,55309.303382,30037.216072,25272.08731,0.0,0.0,0,482.5,0,3195.548177,17.308236
2020-01-04,4,58074.183794,30037.216072,28036.967722,0.0,0.0,0,342.0,0,3158.80343,18.384868
2020-01-04,5,56463.921325,30037.216072,26426.705253,0.0,0.0,0,386.9,0,3143.663207,17.961187
2020-01-04,6,55402.590635,30037.216072,25365.374563,0.0,0.0,0,479.9,0,3196.491962,17.33231
2020-01-04,7,58474.964668,30037.216072,28437.748596,0.0,0.0,0,478.6,0,3310.219552,17.664981
2020-01-04,8,62925.658904,30037.216072,32888.442832,0.0,0.0,0,456.2,0,3433.20588,18.328542
2020-01-04,9,43800.809295,30037.216072,13763.593223,0.0,0.0,0,1240.4,0,3457.286948,12.669128
2020-01-04,10,34873.166599,28302.146072,6571.020527,0.0,0.0,0,1743.9,0,3546.809656,9.832263
2020-01-04,11,30946.241855,28302.146072,2644.095783,0.0,0.0,0,2032.4,0,3622.943128,8.541741
2020-01-04,12,29599.709533,28302.146072,1297.563461,0.0,0.0,0,2154.3,0,3648.355578,8.113165
2020-01-04,13,28302.146072,28302.146072,0.0,0.0,0.0,0,2229.036643,147.763357,3623.661643,7.810372
2020-01-04,14,28302.146072,28302.146072,0.0,0.0,0.0,0,2217.137465,413.862535,3611.762465,7.836104
2020-01-04,15,28302.146072,28302.146072,0.0,0.0,0.0,0,2158.569234,633.030766,3553.194234,7.965268
2020-01-04,16,28302.146072,28302.146072,0.0,0.0,0.0,0,2124.51575,898.08425,3519.14075,8.042346
2020-01-04,17,28302.146072,28302.146072,0.0,0.0,0.0,0,2095.955605,217.444395,3490.580605,8.108149
2020-01-04,18,55314.794374,28302.146072,27012.648302,0.0,0.0,0,951.9,0,3642.595508,15.185544
2020-01-04,19,59551.02261,28302.146072,31248.876538,0.0,0.0,0,1239.5,0,4071.928697,14.62477
2020-01-04,20,46901.210973,28302.146072,18599.0649,0.0,0.0,0,1729.9,0,4093.322064,11.457982
2020-01-04,21,32451.687614,18978.526072,13473.161542,0.0,0.0,0,2214.2,0,4008.511607,8.095695
2020-01-04,22,22667.110578,15925.706072,6741.404506,0.0,0.0,0,2552.8,0,3893.378088,5.821965
2020-01-04,23,14628.521074,8268.626072,6359.895002,0.0,0.0,0,2746.5,0,3735.368891,3.916219
2020-01-04,24,12197.633176,7427.046072,4770.587104,0.0,0.0,0,2661.3,0,3541.576155,3.444126
2020-01-05,1,11461.682753,7427.046072,4034.63668,0.0,0.0,0,2537.3,0,3380.19868,3.390831
2020-01-05,2,9496.723592,7427.046072,2069.67752,0.0,0.0,0,2521.2,0,3255.312109,2.9173
2020-01-05,3,8062.280085,7427.046072,635.234013,0.0,0.0,0,2560.2,0,3186.29604,2.530298
2020-01-05,4,8435.405988,7427.046072,1008.359916,0.0,0.0,0,2499.2,0,3153.440943,2.674985
2020-01-05,5,8127.940517,7427.046072,700.894445,0.0,0.0,0,2524.5,0,3155.548809,2.575761
2020-01-05,6,8718.836838,7427.046072,1291.790766,0.0,0.0,0,2518.4,0,3194.020143,2.729738
